"accession","Plasmid","phylogroup.x","res_sus.x","clustersize.x","lastresistantparent.x","sample.x","Drug","phylogroup.y","res_sus.y","clustersize.y","lastresistantparent.y","sample.y"
"ERR435383","FIA","A","res",5,250,119,"AmoxiClav","A","res",6,250,119
"ERR435383","FIA","A","res",5,250,119,"PipTaz","A","res",3,250,119
"ERR435383","FIA","A","res",5,250,119,"Gentamicin","A","res",5,248,119
"ERR435383","FIA","A","res",5,250,119,"Cefuroxime","A","res",4,248,119
"ERR435383","FIA","A","res",5,250,119,"Ceftazidime","A","res",4,248,119
"ERR435385","FIA","B2","res",152,1772,861,"Cefuroxime","B2","res",51,1165,564
"ERR435385","FIA","B2","res",152,1772,861,"AmoxiClav","B2","res",61,1160,564
"ERR435385","FIA","B2","res",152,1772,861,"Gentamicin","B2","res",6,1232,564
"ERR435385","FIA","B2","res",152,1772,861,"Ceftazidime","B2","res",22,1167,564
"ERR435385","FIA","B2","res",152,1772,861,"Ciprofloxacin","B2","res",90,1164,564
"ERR435385","FIB","B2","res",120,1020,861,"Cefuroxime","B2","res",51,1165,564
"ERR435385","FIB","B2","res",120,1020,861,"AmoxiClav","B2","res",61,1160,564
"ERR435385","FIB","B2","res",120,1020,861,"Gentamicin","B2","res",6,1232,564
"ERR435385","FIB","B2","res",120,1020,861,"Ceftazidime","B2","res",22,1167,564
"ERR435385","FIB","B2","res",120,1020,861,"Ciprofloxacin","B2","res",90,1164,564
"ERR435385","FIB","B2","res",11,1885,861,"Cefuroxime","B2","res",51,1165,564
"ERR435385","FIB","B2","res",11,1885,861,"AmoxiClav","B2","res",61,1160,564
"ERR435385","FIB","B2","res",11,1885,861,"Gentamicin","B2","res",6,1232,564
"ERR435385","FIB","B2","res",11,1885,861,"Ceftazidime","B2","res",22,1167,564
"ERR435385","FIB","B2","res",11,1885,861,"Ciprofloxacin","B2","res",90,1164,564
"ERR435386","FIB","B2","sus",1,807,806,"Cefuroxime","B2","res",51,1165,525
"ERR435386","FIB","B2","sus",1,807,806,"Ceftazidime","B2","sus",22,1167,525
"ERR435386","FIB","B2","sus",1,807,806,"Ciprofloxacin","B2","res",90,1164,525
"ERR435386","FIB","B2","sus",1,807,806,"AmoxiClav","B2","res",61,1160,525
"ERR435386","FIA","B2","res",152,1772,806,"Cefuroxime","B2","res",51,1165,525
"ERR435386","FIA","B2","res",152,1772,806,"Ceftazidime","B2","sus",22,1167,525
"ERR435386","FIA","B2","res",152,1772,806,"Ciprofloxacin","B2","res",90,1164,525
"ERR435386","FIA","B2","res",152,1772,806,"AmoxiClav","B2","res",61,1160,525
"ERR435391","FIB","B2","res",4,1628,605,"Cefuroxime","B2","res",1,401,401
"ERR435391","FIB","B2","res",4,1628,605,"AmoxiClav","B2","res",1,401,401
"ERR435391","FIC","B2","sus",1,606,605,"Cefuroxime","B2","res",1,401,401
"ERR435391","FIC","B2","sus",1,606,605,"AmoxiClav","B2","res",1,401,401
"ERR435391","FIB","B2","res",120,1020,605,"Cefuroxime","B2","res",1,401,401
"ERR435391","FIB","B2","res",120,1020,605,"AmoxiClav","B2","res",1,401,401
"ERR435391","FIC","B2","sus",1,607,605,"Cefuroxime","B2","res",1,401,401
"ERR435391","FIC","B2","sus",1,607,605,"AmoxiClav","B2","res",1,401,401
"ERR435395","FIA","B2","res",152,1772,750,"PipTaz","B2","sus",1,522,495
"ERR435395","FIA","B2","res",152,1772,750,"Gentamicin","B2","sus",1,501,495
"ERR435395","FIA","B2","res",152,1772,750,"Gentamicin","B2","sus",1,498,495
"ERR435395","FIA","B2","res",152,1772,750,"PipTaz","B2","sus",1,521,495
"ERR435395","FIA","B2","res",152,1772,750,"Ceftazidime","B2","sus",2,1184,495
"ERR435395","FIA","B2","res",152,1772,750,"Ceftazidime","B2","sus",1,498,495
"ERR435395","FIA","B2","res",152,1772,750,"Ciprofloxacin","B2","res",90,1164,495
"ERR435396","FIB","D","res",177,293,218,"AmoxiClav","D","res",8,328,139
"ERR435396","FIB","D","res",177,293,218,"Cefuroxime","D","sus",1,140,139
"ERR435396","FIC","D","sus",1,219,218,"AmoxiClav","D","res",8,328,139
"ERR435396","FIC","D","sus",1,219,218,"Cefuroxime","D","sus",1,140,139
"ERR435399","FIB","B2","res",120,1020,960,"Gentamicin","B2","sus",3,1292,626
"ERR435407","FIB","D","sus",9,361,78,"AmoxiClav","D","sus",6,231,53
"ERR435409","FIB","B2","res",15,1260,259,"AmoxiClav","B2","res",8,837,183
"ERR435409","FIB","B2","res",15,1260,259,"AmoxiClav","B2","res",8,857,183
"ERR435409","FIB","B2","res",120,1020,259,"AmoxiClav","B2","res",8,837,183
"ERR435409","FIB","B2","res",120,1020,259,"AmoxiClav","B2","res",8,857,183
"ERR435414","FIC","B2","sus",3,1590,565,"Cefuroxime","B2","res",1,378,378
"ERR435414","FIC","B2","sus",1,566,565,"Cefuroxime","B2","res",1,378,378
"ERR435414","FIB","B2","sus",4,1628,565,"Cefuroxime","B2","res",1,378,378
"ERR435414","FIB","B2","sus",7,1501,565,"Cefuroxime","B2","res",1,378,378
"ERR435416","FIB","A","res",39,149,4,"PipTaz","A","sus",1,121,4
"ERR435416","FIC","A","sus",1,46,4,"PipTaz","A","sus",1,121,4
"ERR435416","FIB","A","res",32,132,4,"PipTaz","A","sus",1,121,4
"ERR435419","FIB","D","res",177,293,162,"AmoxiClav","D","sus",1,101,103
"ERR435427","FIC","B2","sus",1,106,82,"AmoxiClav","B2","sus",1,62,61
"ERR435427","FIB","B2","res",120,1020,82,"AmoxiClav","B2","sus",1,62,61
"ERR435427","FIB","B2","res",171,1030,82,"AmoxiClav","B2","sus",1,62,61
"ERR435428","FIA","D","res",32,473,197,"Cefuroxime","D","res",1,125,125
"ERR435428","FIA","D","res",32,473,197,"Ciprofloxacin","D","res",18,298,125
"ERR435428","FIA","D","res",32,473,197,"PipTaz","D","sus",1,126,125
"ERR435428","FIA","D","res",32,473,197,"AmoxiClav","D","res",9,303,125
"ERR435429","FIB","B2","res",120,1020,790,"AmoxiClav","B2","res",61,1160,515
"ERR435429","FIB","B2","res",120,1020,790,"Ciprofloxacin","B2","res",90,1164,515
"ERR435429","FIB","B2","res",120,1020,790,"Cefuroxime","B2","res",51,1165,515
"ERR435429","FIC","B2","res",4,1828,790,"AmoxiClav","B2","res",61,1160,515
"ERR435429","FIC","B2","res",4,1828,790,"Ciprofloxacin","B2","res",90,1164,515
"ERR435429","FIC","B2","res",4,1828,790,"Cefuroxime","B2","res",51,1165,515
"ERR435429","FIB","B2","res",5,1828,790,"AmoxiClav","B2","res",61,1160,515
"ERR435429","FIB","B2","res",5,1828,790,"Ciprofloxacin","B2","res",90,1164,515
"ERR435429","FIB","B2","res",5,1828,790,"Cefuroxime","B2","res",51,1165,515
"ERR435431","FIB","B2","res",11,1885,854,"Cefuroxime","B2","res",51,1165,557
"ERR435431","FIB","B2","res",11,1885,854,"AmoxiClav","B2","res",61,1160,557
"ERR435431","FIB","B2","res",11,1885,854,"Gentamicin","B2","res",6,1232,557
"ERR435431","FIB","B2","res",11,1885,854,"Ceftazidime","B2","res",22,1167,557
"ERR435431","FIB","B2","res",11,1885,854,"Ciprofloxacin","B2","res",90,1164,557
"ERR435431","FIA","B2","res",152,1772,854,"Cefuroxime","B2","res",51,1165,557
"ERR435431","FIA","B2","res",152,1772,854,"AmoxiClav","B2","res",61,1160,557
"ERR435431","FIA","B2","res",152,1772,854,"Gentamicin","B2","res",6,1232,557
"ERR435431","FIA","B2","res",152,1772,854,"Ceftazidime","B2","res",22,1167,557
"ERR435431","FIA","B2","res",152,1772,854,"Ciprofloxacin","B2","res",90,1164,557
"ERR435431","FIB","B2","res",120,1020,854,"Cefuroxime","B2","res",51,1165,557
"ERR435431","FIB","B2","res",120,1020,854,"AmoxiClav","B2","res",61,1160,557
"ERR435431","FIB","B2","res",120,1020,854,"Gentamicin","B2","res",6,1232,557
"ERR435431","FIB","B2","res",120,1020,854,"Ceftazidime","B2","res",22,1167,557
"ERR435431","FIB","B2","res",120,1020,854,"Ciprofloxacin","B2","res",90,1164,557
"ERR435432","FIA","D","sus",1,235,234,"Cefuroxime","D","sus",1,150,149
"ERR435432","FIA","D","sus",2,539,234,"Cefuroxime","D","sus",1,150,149
"ERR435432","FIB","D","res",177,293,234,"Cefuroxime","D","sus",1,150,149
"ERR435432","FIC","D","res",6,533,234,"Cefuroxime","D","sus",1,150,149
"ERR435441","FIA","B2","res",152,1772,830,"AmoxiClav","B2","res",61,1160,543
"ERR435441","FIA","B2","res",152,1772,830,"Cefuroxime","B2","res",51,1165,543
"ERR435441","FIA","B2","res",152,1772,830,"Ciprofloxacin","B2","res",90,1164,543
"ERR435441","FIA","B2","res",152,1772,830,"Ceftazidime","B2","res",22,1167,543
"ERR435445","FIB","B2","res",120,1020,883,"AmoxiClav","B2","sus",2,1246,574
"ERR435445","FIB","B2","res",120,1020,883,"Ciprofloxacin","B2","res",90,1164,574
"ERR435445","FIA","B2","res",152,1772,883,"AmoxiClav","B2","sus",2,1246,574
"ERR435445","FIA","B2","res",152,1772,883,"Ciprofloxacin","B2","res",90,1164,574
"ERR435447","FIB","B2","res",120,1020,369,"AmoxiClav","B2","sus",1,258,259
"ERR435447","FIB","B2","res",120,1020,369,"PipTaz","B2","sus",1,258,259
"ERR435447","FIB","B2","res",120,1020,369,"Cefuroxime","B2","sus",1,258,259
"ERR435447","FIB","B2","res",41,1361,369,"AmoxiClav","B2","sus",1,258,259
"ERR435447","FIB","B2","res",41,1361,369,"PipTaz","B2","sus",1,258,259
"ERR435447","FIB","B2","res",41,1361,369,"Cefuroxime","B2","sus",1,258,259
"ERR435447","FIC","B2","res",2,1405,369,"AmoxiClav","B2","sus",1,258,259
"ERR435447","FIC","B2","res",2,1405,369,"PipTaz","B2","sus",1,258,259
"ERR435447","FIC","B2","res",2,1405,369,"Cefuroxime","B2","sus",1,258,259
"ERR435448","FIB","D","res",9,361,75,"Ciprofloxacin","D","sus",1,53,51
"ERR435448","FIB","D","res",9,361,75,"Ciprofloxacin","D","sus",7,233,51
"ERR435448","FIB","D","res",9,361,75,"AmoxiClav","D","res",6,231,51
"ERR435448","FIA","D","sus",7,363,75,"Ciprofloxacin","D","sus",1,53,51
"ERR435448","FIA","D","sus",7,363,75,"Ciprofloxacin","D","sus",7,233,51
"ERR435448","FIA","D","sus",7,363,75,"AmoxiClav","D","res",6,231,51
"ERR435448","FIB","D","res",177,293,75,"Ciprofloxacin","D","sus",1,53,51
"ERR435448","FIB","D","res",177,293,75,"Ciprofloxacin","D","sus",7,233,51
"ERR435448","FIB","D","res",177,293,75,"AmoxiClav","D","res",6,231,51
"ERR435450","FIB","B2","res",3,1347,309,"PipTaz","B2","res",1,214,214
"ERR435450","FIB","B2","res",3,1347,309,"AmoxiClav","B2","res",1,214,214
"ERR435450","FIB","B2","res",3,1347,309,"Cefuroxime","B2","res",1,214,214
"ERR435450","FIB","B2","res",3,1347,309,"Ceftazidime","B2","res",1,214,214
"ERR435450","FIB","B2","res",120,1020,309,"PipTaz","B2","res",1,214,214
"ERR435450","FIB","B2","res",120,1020,309,"AmoxiClav","B2","res",1,214,214
"ERR435450","FIB","B2","res",120,1020,309,"Cefuroxime","B2","res",1,214,214
"ERR435450","FIB","B2","res",120,1020,309,"Ceftazidime","B2","res",1,214,214
"ERR435450","FIC","B2","res",3,1347,309,"PipTaz","B2","res",1,214,214
"ERR435450","FIC","B2","res",3,1347,309,"AmoxiClav","B2","res",1,214,214
"ERR435450","FIC","B2","res",3,1347,309,"Cefuroxime","B2","res",1,214,214
"ERR435450","FIC","B2","res",3,1347,309,"Ceftazidime","B2","res",1,214,214
"ERR435452","FIB","A","res",39,149,13,"Ciprofloxacin","A","sus",1,2,13
"ERR435452","FIB","A","res",32,132,13,"Ciprofloxacin","A","sus",1,2,13
"ERR435454","FIB","B2","res",4,1628,606,"AmoxiClav","B2","sus",1,401,402
"ERR435454","FIB","B2","res",4,1628,606,"Cefuroxime","B2","sus",1,401,402
"ERR435454","FIB","B2","res",120,1020,606,"AmoxiClav","B2","sus",1,401,402
"ERR435454","FIB","B2","res",120,1020,606,"Cefuroxime","B2","sus",1,401,402
"ERR435457","FIB","B2","res",120,1020,789,"AmoxiClav","B2","res",61,1160,514
"ERR435457","FIB","B2","res",120,1020,789,"AmoxiClav","B2","res",1,514,514
"ERR435457","FIB","B2","res",120,1020,789,"Ceftazidime","B2","sus",1,522,514
"ERR435457","FIB","B2","res",120,1020,789,"Cefuroxime","B2","res",51,1165,514
"ERR435457","FIB","B2","res",120,1020,789,"Cefuroxime","B2","res",1,514,514
"ERR435457","FIB","B2","res",120,1020,789,"Ciprofloxacin","B2","res",90,1164,514
"ERR435457","FIB","B2","res",5,1828,789,"AmoxiClav","B2","res",61,1160,514
"ERR435457","FIB","B2","res",5,1828,789,"AmoxiClav","B2","res",1,514,514
"ERR435457","FIB","B2","res",5,1828,789,"Ceftazidime","B2","sus",1,522,514
"ERR435457","FIB","B2","res",5,1828,789,"Cefuroxime","B2","res",51,1165,514
"ERR435457","FIB","B2","res",5,1828,789,"Cefuroxime","B2","res",1,514,514
"ERR435457","FIB","B2","res",5,1828,789,"Ciprofloxacin","B2","res",90,1164,514
"ERR435457","FIC","B2","res",4,1828,789,"AmoxiClav","B2","res",61,1160,514
"ERR435457","FIC","B2","res",4,1828,789,"AmoxiClav","B2","res",1,514,514
"ERR435457","FIC","B2","res",4,1828,789,"Ceftazidime","B2","sus",1,522,514
"ERR435457","FIC","B2","res",4,1828,789,"Cefuroxime","B2","res",51,1165,514
"ERR435457","FIC","B2","res",4,1828,789,"Cefuroxime","B2","res",1,514,514
"ERR435457","FIC","B2","res",4,1828,789,"Ciprofloxacin","B2","res",90,1164,514
"ERR435464","FIC","D","sus",1,267,269,"Gentamicin","D","res",2,350,168
"ERR435464","FIC","D","sus",1,267,269,"PipTaz","D","sus",1,167,168
"ERR435464","FIC","D","sus",1,267,269,"PipTaz","D","sus",2,350,168
"ERR435464","FIC","D","sus",1,267,269,"AmoxiClav","D","res",8,350,168
"ERR435464","FIC","D","sus",1,267,269,"Cefuroxime","D","sus",7,350,168
"ERR435464","FIC","D","sus",1,267,269,"Gentamicin","D","res",1,168,168
"ERR435464","FIC","D","sus",1,267,269,"Ciprofloxacin","D","res",8,350,168
"ERR435464","FIB","D","res",177,293,269,"Gentamicin","D","res",2,350,168
"ERR435464","FIB","D","res",177,293,269,"PipTaz","D","sus",1,167,168
"ERR435464","FIB","D","res",177,293,269,"PipTaz","D","sus",2,350,168
"ERR435464","FIB","D","res",177,293,269,"AmoxiClav","D","res",8,350,168
"ERR435464","FIB","D","res",177,293,269,"Cefuroxime","D","sus",7,350,168
"ERR435464","FIB","D","res",177,293,269,"Gentamicin","D","res",1,168,168
"ERR435464","FIB","D","res",177,293,269,"Ciprofloxacin","D","res",8,350,168
"ERR435464","FIA","D","res",4,566,269,"Gentamicin","D","res",2,350,168
"ERR435464","FIA","D","res",4,566,269,"PipTaz","D","sus",1,167,168
"ERR435464","FIA","D","res",4,566,269,"PipTaz","D","sus",2,350,168
"ERR435464","FIA","D","res",4,566,269,"AmoxiClav","D","res",8,350,168
"ERR435464","FIA","D","res",4,566,269,"Cefuroxime","D","sus",7,350,168
"ERR435464","FIA","D","res",4,566,269,"Gentamicin","D","res",1,168,168
"ERR435464","FIA","D","res",4,566,269,"Ciprofloxacin","D","res",8,350,168
"ERR435464","FIA","D","res",2,556,269,"Gentamicin","D","res",2,350,168
"ERR435464","FIA","D","res",2,556,269,"PipTaz","D","sus",1,167,168
"ERR435464","FIA","D","res",2,556,269,"PipTaz","D","sus",2,350,168
"ERR435464","FIA","D","res",2,556,269,"AmoxiClav","D","res",8,350,168
"ERR435464","FIA","D","res",2,556,269,"Cefuroxime","D","sus",7,350,168
"ERR435464","FIA","D","res",2,556,269,"Gentamicin","D","res",1,168,168
"ERR435464","FIA","D","res",2,556,269,"Ciprofloxacin","D","res",8,350,168
"ERR435470","FIB","D","res",177,293,152,"Cefuroxime","D","sus",1,98,96
"ERR435470","FIA","D","res",8,450,152,"Cefuroxime","D","sus",1,98,96
"ERR435475","FIB","A","res",8,204,62,"Ceftazidime","A","sus",4,248,62
"ERR435475","FIB","A","res",32,132,62,"Ceftazidime","A","sus",4,248,62
"ERR435477","FIC","D","sus",3,451,153,"AmoxiClav","D","sus",1,100,97
"ERR435477","FIC","D","sus",3,451,153,"Gentamicin","D","sus",1,96,97
"ERR435477","FIC","D","sus",3,451,153,"Cefuroxime","D","sus",1,98,97
"ERR435477","FIB","D","res",177,293,153,"AmoxiClav","D","sus",1,100,97
"ERR435477","FIB","D","res",177,293,153,"Gentamicin","D","sus",1,96,97
"ERR435477","FIB","D","res",177,293,153,"Cefuroxime","D","sus",1,98,97
"ERR435477","FIA","D","res",8,450,153,"AmoxiClav","D","sus",1,100,97
"ERR435477","FIA","D","res",8,450,153,"Gentamicin","D","sus",1,96,97
"ERR435477","FIA","D","res",8,450,153,"Cefuroxime","D","sus",1,98,97
"ERR435482","FIB","B1","sus",2,85,9,"Ciprofloxacin","B1","sus",1,5,2
"ERR435482","FIB","B1","sus",2,85,9,"AmoxiClav","B1","res",1,2,2
"ERR435482","FIB","B1","sus",2,85,9,"Ceftazidime","B1","res",1,2,2
"ERR435482","FIB","B1","sus",2,85,9,"Cefuroxime","B1","res",1,2,2
"ERR435482","FIB","B1","sus",7,78,9,"Ciprofloxacin","B1","sus",1,5,2
"ERR435482","FIB","B1","sus",7,78,9,"AmoxiClav","B1","res",1,2,2
"ERR435482","FIB","B1","sus",7,78,9,"Ceftazidime","B1","res",1,2,2
"ERR435482","FIB","B1","sus",7,78,9,"Cefuroxime","B1","res",1,2,2
"ERR435484","FIB","B2","res",120,1020,927,"PipTaz","B2","sus",1,604,603
"ERR435484","FIB","B2","res",120,1020,927,"AmoxiClav","B2","sus",1,604,603
"ERR435486","FIB","B2","res",120,1020,996,"AmoxiClav","B2","res",1,648,648
"ERR435486","FIB","B2","res",120,1020,996,"Cefuroxime","B2","res",1,648,648
"ERR435486","FIC","B2","res",33,1992,996,"AmoxiClav","B2","res",1,648,648
"ERR435486","FIC","B2","res",33,1992,996,"Cefuroxime","B2","res",1,648,648
"ERR435490","FIB","B2","res",171,1030,154,"AmoxiClav","B2","sus",4,802,114
"ERR435490","FIB","B2","res",171,1030,154,"AmoxiClav","B2","sus",1,112,114
"ERR435490","FIB","B2","res",171,1030,154,"Ciprofloxacin","B2","res",3,794,114
"ERR435490","FIB","B2","res",171,1030,154,"AmoxiClav","B2","sus",1,116,114
"ERR435490","FIB","B2","res",120,1020,154,"AmoxiClav","B2","sus",4,802,114
"ERR435490","FIB","B2","res",120,1020,154,"AmoxiClav","B2","sus",1,112,114
"ERR435490","FIB","B2","res",120,1020,154,"Ciprofloxacin","B2","res",3,794,114
"ERR435490","FIB","B2","res",120,1020,154,"AmoxiClav","B2","sus",1,116,114
"ERR435490","FIA","B2","sus",1,156,154,"AmoxiClav","B2","sus",4,802,114
"ERR435490","FIA","B2","sus",1,156,154,"AmoxiClav","B2","sus",1,112,114
"ERR435490","FIA","B2","sus",1,156,154,"Ciprofloxacin","B2","res",3,794,114
"ERR435490","FIA","B2","sus",1,156,154,"AmoxiClav","B2","sus",1,116,114
"ERR435492","FIC","B2","sus",4,1177,147,"Cefuroxime","B2","res",1,108,108
"ERR435492","FIC","B2","sus",4,1177,147,"AmoxiClav","B2","res",1,108,108
"ERR435494","FIB","B2","res",120,1020,823,"Ciprofloxacin","B2","res",90,1164,538
"ERR435494","FIB","B2","res",120,1020,823,"Cefuroxime","B2","res",51,1165,538
"ERR435494","FIB","B2","res",120,1020,823,"Gentamicin","B2","sus",1,537,538
"ERR435494","FIB","B2","res",120,1020,823,"Ceftazidime","B2","res",22,1167,538
"ERR435494","FIB","B2","res",120,1020,823,"PipTaz","B2","sus",1,540,538
"ERR435494","FIB","B2","res",120,1020,823,"Gentamicin","B2","sus",1,536,538
"ERR435494","FIA","B2","res",152,1772,823,"Ciprofloxacin","B2","res",90,1164,538
"ERR435494","FIA","B2","res",152,1772,823,"Cefuroxime","B2","res",51,1165,538
"ERR435494","FIA","B2","res",152,1772,823,"Gentamicin","B2","sus",1,537,538
"ERR435494","FIA","B2","res",152,1772,823,"Ceftazidime","B2","res",22,1167,538
"ERR435494","FIA","B2","res",152,1772,823,"PipTaz","B2","sus",1,540,538
"ERR435494","FIA","B2","res",152,1772,823,"Gentamicin","B2","sus",1,536,538
"ERR435494","FIC","B2","res",3,1859,823,"Ciprofloxacin","B2","res",90,1164,538
"ERR435494","FIC","B2","res",3,1859,823,"Cefuroxime","B2","res",51,1165,538
"ERR435494","FIC","B2","res",3,1859,823,"Gentamicin","B2","sus",1,537,538
"ERR435494","FIC","B2","res",3,1859,823,"Ceftazidime","B2","res",22,1167,538
"ERR435494","FIC","B2","res",3,1859,823,"PipTaz","B2","sus",1,540,538
"ERR435494","FIC","B2","res",3,1859,823,"Gentamicin","B2","sus",1,536,538
"ERR435494","FIB","B2","res",6,1858,823,"Ciprofloxacin","B2","res",90,1164,538
"ERR435494","FIB","B2","res",6,1858,823,"Cefuroxime","B2","res",51,1165,538
"ERR435494","FIB","B2","res",6,1858,823,"Gentamicin","B2","sus",1,537,538
"ERR435494","FIB","B2","res",6,1858,823,"Ceftazidime","B2","res",22,1167,538
"ERR435494","FIB","B2","res",6,1858,823,"PipTaz","B2","sus",1,540,538
"ERR435494","FIB","B2","res",6,1858,823,"Gentamicin","B2","sus",1,536,538
"ERR435496","FIB","B2","sus",6,1755,734,"AmoxiClav","B2","sus",1,485,483
"ERR435497","FIB","B2","res",120,1020,100,"AmoxiClav","B2","sus",1,71,72
"ERR435497","FIB","B2","res",171,1030,100,"AmoxiClav","B2","sus",1,71,72
"ERR435502","FIB","D","res",177,293,243,"Ceftazidime","D","sus",1,153,154
"ERR435502","FIB","D","res",177,293,243,"Cefuroxime","D","sus",1,153,154
"ERR435502","FIC","D","res",1,243,243,"Ceftazidime","D","sus",1,153,154
"ERR435502","FIC","D","res",1,243,243,"Cefuroxime","D","sus",1,153,154
"ERR435503","FIB","B2","res",1,1013,1013,"AmoxiClav","B2","sus",1,658,659
"ERR435503","FIA","B2","res",1,1013,1013,"AmoxiClav","B2","sus",1,658,659
"ERR435503","FIB","B2","res",120,1020,1013,"AmoxiClav","B2","sus",1,658,659
"ERR435508","FIB","B2","sus",2,1591,561,"AmoxiClav","B2","sus",1,380,374
"ERR435508","FIC","B2","sus",3,1590,561,"AmoxiClav","B2","sus",1,380,374
"ERR435508","FIC","B2","sus",1,566,561,"AmoxiClav","B2","sus",1,380,374
"ERR435508","FIB","B2","sus",1,562,561,"AmoxiClav","B2","sus",1,380,374
"ERR435509","FIB","A","res",39,149,36,"Cefuroxime","A","sus",1,2,36
"ERR435509","FIB","A","res",39,149,36,"PipTaz","A","sus",1,37,36
"ERR435509","FIB","A","res",39,149,36,"AmoxiClav","A","sus",1,2,36
"ERR435509","FIB","A","res",39,149,36,"AmoxiClav","A","sus",2,190,36
"ERR435509","FIB","A","res",39,149,36,"AmoxiClav","A","sus",1,37,36
"ERR435509","FIB","A","res",39,149,36,"Ceftazidime","A","sus",2,188,36
"ERR435509","FIB","A","res",39,149,36,"AmoxiClav","A","sus",1,41,36
"ERR435509","FIB","A","res",32,132,36,"Cefuroxime","A","sus",1,2,36
"ERR435509","FIB","A","res",32,132,36,"PipTaz","A","sus",1,37,36
"ERR435509","FIB","A","res",32,132,36,"AmoxiClav","A","sus",1,2,36
"ERR435509","FIB","A","res",32,132,36,"AmoxiClav","A","sus",2,190,36
"ERR435509","FIB","A","res",32,132,36,"AmoxiClav","A","sus",1,37,36
"ERR435509","FIB","A","res",32,132,36,"Ceftazidime","A","sus",2,188,36
"ERR435509","FIB","A","res",32,132,36,"AmoxiClav","A","sus",1,41,36
"ERR435510","FIB","B2","res",120,1020,536,"AmoxiClav","B2","sus",1,363,360
"ERR435510","FIB","B2","res",120,1020,536,"AmoxiClav","B2","sus",1,362,360
"ERR435510","FIB","B2","res",10,1564,536,"AmoxiClav","B2","sus",1,363,360
"ERR435510","FIB","B2","res",10,1564,536,"AmoxiClav","B2","sus",1,362,360
"ERR435510","FIB","B2","res",7,1501,536,"AmoxiClav","B2","sus",1,363,360
"ERR435510","FIB","B2","res",7,1501,536,"AmoxiClav","B2","sus",1,362,360
"ERR435510","FIC","B2","res",9,1566,536,"AmoxiClav","B2","sus",1,363,360
"ERR435510","FIC","B2","res",9,1566,536,"AmoxiClav","B2","sus",1,362,360
"ERR435511","FIA","A","sus",5,250,110,"Cefuroxime","A","sus",1,111,110
"ERR435511","FIA","A","sus",5,250,110,"AmoxiClav","A","sus",1,111,110
"ERR435511","FIB","A","res",32,132,110,"Cefuroxime","A","sus",1,111,110
"ERR435511","FIB","A","res",32,132,110,"AmoxiClav","A","sus",1,111,110
"ERR435511","FIC","A","sus",2,248,110,"Cefuroxime","A","sus",1,111,110
"ERR435511","FIC","A","sus",2,248,110,"AmoxiClav","A","sus",1,111,110
"ERR435511","FIC","A","sus",1,111,110,"Cefuroxime","A","sus",1,111,110
"ERR435511","FIC","A","sus",1,111,110,"AmoxiClav","A","sus",1,111,110
"ERR435512","FIA","A","sus",1,77,76,"AmoxiClav","A","sus",1,1,76
"ERR435512","FIA","A","sus",1,77,76,"Gentamicin","A","sus",1,77,76
"ERR435512","FIA","A","sus",1,77,76,"Ciprofloxacin","A","sus",1,78,76
"ERR435512","FIC","A","sus",1,78,76,"AmoxiClav","A","sus",1,1,76
"ERR435512","FIC","A","sus",1,78,76,"Gentamicin","A","sus",1,77,76
"ERR435512","FIC","A","sus",1,78,76,"Ciprofloxacin","A","sus",1,78,76
"ERR435512","FIC","A","sus",1,77,76,"AmoxiClav","A","sus",1,1,76
"ERR435512","FIC","A","sus",1,77,76,"Gentamicin","A","sus",1,77,76
"ERR435512","FIC","A","sus",1,77,76,"Ciprofloxacin","A","sus",1,78,76
"ERR435512","FIA","A","sus",1,75,76,"AmoxiClav","A","sus",1,1,76
"ERR435512","FIA","A","sus",1,75,76,"Gentamicin","A","sus",1,77,76
"ERR435512","FIA","A","sus",1,75,76,"Ciprofloxacin","A","sus",1,78,76
"ERR435516","FIB","A","res",39,149,40,"Cefuroxime","A","res",2,188,40
"ERR435516","FIB","A","res",39,149,40,"Ceftazidime","A","res",2,188,40
"ERR435516","FIB","A","res",39,149,40,"AmoxiClav","A","res",2,190,40
"ERR435516","FIC","A","res",13,176,40,"Cefuroxime","A","res",2,188,40
"ERR435516","FIC","A","res",13,176,40,"Ceftazidime","A","res",2,188,40
"ERR435516","FIC","A","res",13,176,40,"AmoxiClav","A","res",2,190,40
"ERR435516","FIA","A","sus",5,250,40,"Cefuroxime","A","res",2,188,40
"ERR435516","FIA","A","sus",5,250,40,"Ceftazidime","A","res",2,188,40
"ERR435516","FIA","A","sus",5,250,40,"AmoxiClav","A","res",2,190,40
"ERR435516","FIB","A","res",32,132,40,"Cefuroxime","A","res",2,188,40
"ERR435516","FIB","A","res",32,132,40,"Ceftazidime","A","res",2,188,40
"ERR435516","FIB","A","res",32,132,40,"AmoxiClav","A","res",2,190,40
"ERR435518","FIB","D","res",177,293,140,"Ciprofloxacin","D","sus",18,298,88
"ERR435518","FIB","D","res",177,293,140,"AmoxiClav","D","sus",5,271,88
"ERR435523","FIA","D","res",32,473,182,"Ciprofloxacin","D","res",18,298,115
"ERR435523","FIA","D","res",32,473,182,"Cefuroxime","D","sus",1,114,115
"ERR435531","FIA","D","sus",2,434,128,"AmoxiClav","D","sus",5,271,83
"ERR435531","FIB","D","res",177,293,128,"AmoxiClav","D","sus",5,271,83
